"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","Time","year","month","date","hour","minute","seconds","id","age","Gender","Handedness","mood","fresh","H_since_Sleep","H_since_Eat","responses","question_order","slider_start","response","test_part","face","word","correct_response","correct"
"763.3349999669008","img/image_stim_f_stroop.png","70","image-keyboard-response","39","67739","0.0-8.0-1.15","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","40","68243","0.0-8.0-0.16","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"571.765000000596","img/image_stim_h.png","72","image-keyboard-response","41","68816","0.0-8.0-1.16","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","42","70573","0.0-8.0-0.17","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"616.6499999817461","img/image_stim_h_stroop.png","72","image-keyboard-response","43","71191","0.0-8.0-1.17","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","44","71693","0.0-8.0-0.18","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"670.9250000421889","img/image_stim_f_stroop.png","70","image-keyboard-response","45","72365","0.0-8.0-1.18","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","46","73619","0.0-8.0-0.19","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
"911.3399999914691","img/image_stim_f.png","70","image-keyboard-response","47","74531","0.0-8.0-1.19","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","48","76038","0.0-8.0-0.20","92q5cu","Sun Feb 07 2021 11:07:28 GMT+0100 (Central European Standard Time)","2021","2","7","11","7","28","mw73","47","male","right","67","60","3","1","","","","","fixation","","","",""
