"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","Time","year","month","date","hour","minute","seconds","id","age","Gender","Handedness","mood","fresh","H_since_Sleep","H_since_Eat","responses","question_order","slider_start","response","test_part","face","word","correct_response","correct"
"717.1700000180863","img/image_stim_h.png","72","image-keyboard-response","57","131334","0.0-8.0-1.24","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","58","133087","0.0-8.0-0.25","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"646.9700000016019","img/image_stim_h_stroop.png","72","image-keyboard-response","59","133735","0.0-8.0-1.25","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","60","135241","0.0-8.0-0.26","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"585.6599999824539","img/image_stim_f.png","70","image-keyboard-response","61","135828","0.0-8.0-1.26","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","62","136332","0.0-8.0-0.27","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"545.6049999920651","img/image_stim_f_stroop.png","70","image-keyboard-response","63","136879","0.0-8.0-1.27","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","64","137132","0.0-8.0-0.28","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"607.8550000092946","img/image_stim_f.png","70","image-keyboard-response","65","137741","0.0-8.0-1.28","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","66","138747","0.0-8.0-0.29","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"599.114999989979","img/image_stim_h.png","72","image-keyboard-response","67","139347","0.0-8.0-1.29","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","68","140855","0.0-8.0-0.30","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"595.4899999778718","img/image_stim_h_stroop.png","72","image-keyboard-response","69","141453","0.0-8.0-1.30","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","70","142457","0.0-8.0-0.31","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"1006.6699999733828","img/image_stim_f_stroop.png","70","image-keyboard-response","71","143464","0.0-8.0-1.31","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","72","145217","0.0-8.0-0.32","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"724.2550000082701","img/image_stim_h.png","72","image-keyboard-response","73","145943","0.0-8.0-1.32","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","74","146198","0.0-8.0-0.33","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"953.7250000284985","img/image_stim_f.png","70","image-keyboard-response","75","147153","0.0-8.0-1.33","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","76","148657","0.0-8.0-0.34","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"769.4099999498576","img/image_stim_h_stroop.png","72","image-keyboard-response","77","149428","0.0-8.0-1.34","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","78","150181","0.0-8.0-0.35","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","fixation","","","",""
"1150.3500000108033","img/image_stim_f_stroop.png","70","image-keyboard-response","79","151332","0.0-8.0-1.35","404m6n","Sun Feb 07 2021 12:26:02 GMT+0100 (Central European Standard Time)","2021","2","7","12","26","2","mw73","47","male","right","52","57","4","0","","","","","test","fear","happy","f","true"
