"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","Time","year","month","date","hour","minute","seconds","id","age","Gender","Handedness","mood","fresh","H_since_Sleep","H_since_Eat","responses","question_order","slider_start","response","test_part","face","word","correct_response","correct"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","10","71524","0.0-8.0-0.1","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"2371","img/image_stim_f.png","72","image-keyboard-response","11","73895","0.0-8.0-1.1","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","12","75398","0.0-8.0-0.2","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1851","img/image_stim_h.png","72","image-keyboard-response","13","77251","0.0-8.0-1.2","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","14","78504","0.0-8.0-0.3","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1755","img/image_stim_f_stroop.png","72","image-keyboard-response","15","80260","0.0-8.0-1.3","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","16","82013","0.0-8.0-0.4","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1328","img/image_stim_h.png","72","image-keyboard-response","17","83343","0.0-8.0-1.4","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","18","84596","0.0-8.0-0.5","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"819","img/image_stim_h_stroop.png","72","image-keyboard-response","19","85418","0.0-8.0-1.5","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","20","86170","0.0-8.0-0.6","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"2537","img/image_stim_f_stroop.png","70","image-keyboard-response","21","88710","0.0-8.0-1.6","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","22","89713","0.0-8.0-0.7","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1148","img/image_stim_f.png","70","image-keyboard-response","23","90864","0.0-8.0-1.7","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","24","91116","0.0-8.0-0.8","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1803","img/image_stim_f_stroop.png","70","image-keyboard-response","25","92921","0.0-8.0-1.8","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","26","93424","0.0-8.0-0.9","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"870","img/image_stim_h.png","72","image-keyboard-response","27","94297","0.0-8.0-1.9","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","28","94550","0.0-8.0-0.10","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1506","img/image_stim_h_stroop.png","72","image-keyboard-response","29","96059","0.0-8.0-1.10","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","30","96313","0.0-8.0-0.11","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1662","img/image_stim_f.png","70","image-keyboard-response","31","97977","0.0-8.0-1.11","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","32","98730","0.0-8.0-0.12","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1270","img/image_stim_f.png","70","image-keyboard-response","33","100002","0.0-8.0-1.12","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","34","101254","0.0-8.0-0.13","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1355","img/image_stim_f_stroop.png","70","image-keyboard-response","35","102612","0.0-8.0-1.13","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","36","104365","0.0-8.0-0.14","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1496","img/image_stim_h_stroop.png","72","image-keyboard-response","37","105864","0.0-8.0-1.14","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","38","106367","0.0-8.0-0.15","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"768","img/image_stim_h.png","72","image-keyboard-response","39","107137","0.0-8.0-1.15","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","40","108140","0.0-8.0-0.16","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"688.0000000000146","img/image_stim_h_stroop.png","72","image-keyboard-response","41","108837","0.0-8.0-1.16","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","42","109090","0.0-8.0-0.17","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1129.9999999999854","img/image_stim_f_stroop.png","70","image-keyboard-response","43","110223","0.0-8.0-1.17","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","44","111226","0.0-8.0-0.18","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1361.0000000000146","img/image_stim_f.png","70","image-keyboard-response","45","112589","0.0-8.0-1.18","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","46","113842","0.0-8.0-0.19","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"653","img/image_stim_h.png","72","image-keyboard-response","47","114498","0.0-8.0-1.19","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","48","116251","0.0-8.0-0.20","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"835","img/image_stim_h.png","72","image-keyboard-response","49","117088","0.0-8.0-1.20","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","50","118842","0.0-8.0-0.21","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"673.9999999999854","img/image_stim_h_stroop.png","72","image-keyboard-response","51","119526","0.0-8.0-1.21","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","52","120529","0.0-8.0-0.22","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"923","img/image_stim_f.png","70","image-keyboard-response","53","121454","0.0-8.0-1.22","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","54","122457","0.0-8.0-0.23","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"854.9999999999854","img/image_stim_f_stroop.png","70","image-keyboard-response","55","123313","0.0-8.0-1.23","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","56","125317","0.0-8.0-0.24","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"2473.0000000000146","img/image_stim_f.png","70","image-keyboard-response","57","127792","0.0-8.0-1.24","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","58","129046","0.0-8.0-0.25","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1046","img/image_stim_f_stroop.png","70","image-keyboard-response","59","130093","0.0-8.0-1.25","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","60","130597","0.0-8.0-0.26","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"2880","img/image_stim_h_stroop.png","70","image-keyboard-response","61","133478","0.0-8.0-1.26","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","fear","h","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","62","133982","0.0-8.0-0.27","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"891","img/image_stim_h.png","72","image-keyboard-response","63","134875","0.0-8.0-1.27","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","64","136629","0.0-8.0-0.28","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"741","img/image_stim_f_stroop.png","70","image-keyboard-response","65","137372","0.0-8.0-1.28","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","66","137878","0.0-8.0-0.29","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"2521","img/image_stim_h.png","70","image-keyboard-response","67","140401","0.0-8.0-1.29","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","happy","h","false"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","68","141404","0.0-8.0-0.30","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"1853","img/image_stim_f.png","70","image-keyboard-response","69","143259","0.0-8.0-1.30","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","fear","fear","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","70","143512","0.0-8.0-0.31","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","fixation","","","",""
"838","img/image_stim_h_stroop.png","72","image-keyboard-response","71","144353","0.0-8.0-1.31","s615uh","Sun Feb 07 2021 11:00:23 GMT+0100 (CET)","2021","2","7","11","0","23","mw73","47","male","right","73","65","3","1","","","","","test","happy","fear","h","true"
