"rt","stimulus","key_press","trial_type","trial_index","time_elapsed","internal_node_id","exp_id","Time","year","month","date","hour","minute","seconds","id","age","Gender","Handedness","mood","fresh","H_since_Sleep","H_since_Eat","responses","question_order","slider_start","response","test_part","face","word","correct_response","correct"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","34","66680","0.0-8.0-0.13","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"956","img/image_stim_f_stroop.png","70","image-keyboard-response","35","67641","0.0-8.0-1.13","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","happy","f","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","36","68143","0.0-8.0-0.14","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"808.0000000000146","img/image_stim_h.png","72","image-keyboard-response","37","68954","0.0-8.0-1.14","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","38","70957","0.0-8.0-0.15","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"748.9999999999854","img/image_stim_h_stroop.png","72","image-keyboard-response","39","71709","0.0-8.0-1.15","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","fear","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","40","72462","0.0-8.0-0.16","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"775","img/image_stim_h.png","72","image-keyboard-response","41","73242","0.0-8.0-1.16","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","happy","happy","h","true"
"null","<div style=""font-size:60px;"">+</div>","null","html-keyboard-response","42","74995","0.0-8.0-0.17","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","fixation","","","",""
"1010","img/image_stim_f_stroop.png","72","image-keyboard-response","43","76007","0.0-8.0-1.17","lcyhsr","Sun Feb 07 2021 11:05:11 GMT+0100 (CET)","2021","2","7","11","5","11","mw73","47","male","right","71","64","3","1","","","","","test","fear","happy","f","false"
