speaker,gloss,date
COU,www .,11-MAR-1964
CHI,where my xxx .,11-MAR-1964
CHI,oh .,11-MAR-1964
MOT,what ?,11-MAR-1964
CHI,Michael .,11-MAR-1964
MOT,come here .,11-MAR-1964
CHI,0 .,11-MAR-1964
MOT,come here come here come here for a minute .,11-MAR-1964
CHI,Mommy .,11-MAR-1964
MOT,yeah .,11-MAR-1964
CHI,Mommy .,11-MAR-1964
CHI,xxx .,11-MAR-1964
CHI,Mommy .,11-MAR-1964
MOT,what ?,11-MAR-1964
CHI,rug .,11-MAR-1964
CHI,rug Mommy .,11-MAR-1964
CHI,rug ?,11-MAR-1964
MOT,yeah the rug .,11-MAR-1964
CHI,I like rug .,11-MAR-1964
MOT,you like the rug ?,11-MAR-1964
CHI,yes .,11-MAR-1964
CHI,rug bad rug .,11-MAR-1964
MOT,shall I clean the rug ?,11-MAR-1964
CHI,no .,11-MAR-1964
MOT,why ?,11-MAR-1964
CHI,xxx .,11-MAR-1964
MOT,am I teasing you ?,11-MAR-1964
MOT,huh ?,11-MAR-1964
CHI,you no .,11-MAR-1964
CHI,I'm gonna pull my back .,11-MAR-1964
CHI,a more .,11-MAR-1964
MOT,I'm teasing you yeah .,11-MAR-1964
CHI,you xxx .,11-MAR-1964
MOT,am I teasing you a lot ?,11-MAR-1964
CHI,yes .,11-MAR-1964
MOT,because you don't like that uhhuh .,11-MAR-1964
CHI,no .,11-MAR-1964
CHI,I yyy that back .,11-MAR-1964
CHI,more .,11-MAR-1964
CHI,xxx oh my tummy .,11-MAR-1964
MOT,what's the matter with your tummy ?,11-MAR-1964
CHI,xxx my tummy xxx .,11-MAR-1964
MOT,huh ?,11-MAR-1964
CHI,0 .,11-MAR-1964
COU,leave it on Sarah .,11-MAR-1964
MOT,leave it on honey .,11-MAR-1964
CHI,leave on .,11-MAR-1964
CHI,xxx .,11-MAR-1964
MOT,that's your dress I have_to iron .,11-MAR-1964
MOT,that's what I got .,11-MAR-1964
CHI,oh .,11-MAR-1964
CHI,where ?,11-MAR-1964
MOT,right here .,11-MAR-1964
MOT,this one .,11-MAR-1964
MOT,that one .,11-MAR-1964
CHI,that one ?,11-MAR-1964
MOT,yeah .,11-MAR-1964
MOT,don't you love that one ?,11-MAR-1964
CHI,yes .,11-MAR-1964
CHI,oh that my dress .,11-MAR-1964
CHI,here xxx .,11-MAR-1964
MOT,Mikie ?,11-MAR-1964
CHI,Mikie ?,11-MAR-1964
CHI,here Mikie .,11-MAR-1964
MOT,where's Jo_Ann ?,11-MAR-1964
MOT,Jo_Ann in school ?,11-MAR-1964
CHI,her school .,11-MAR-1964
MOT,yeah .,11-MAR-1964
MOT,you won't be able to go out today huh .,11-MAR-1964
CHI,no .,11-MAR-1964
MOT,there's too much snow .,11-MAR-1964
CHI,too snow .,11-MAR-1964
CHI,snow n n n snow .,11-MAR-1964
CHI,here Michael .,11-MAR-1964
MOT,Michael .,11-MAR-1964
CHI,xxx .,11-MAR-1964
CHI,no !,11-MAR-1964
MOT,sit there .,11-MAR-1964
MOT,sit here .,11-MAR-1964
CHI,sit there .,11-MAR-1964
CHI,he my doggie know .,11-MAR-1964
MOT,yeah I know he's your doggie .,11-MAR-1964
CHI,hi doggie .,11-MAR-1964
CHI,hi doggie .,11-MAR-1964
MOT,Sarah what's the doggie say ?,11-MAR-1964
CHI,Michael !,11-MAR-1964
MOT,no what does he say ?,11-MAR-1964
CHI,bow_wowo .,11-MAR-1964
MOT,and what does the kitty say ?,11-MAR-1964
CHI,meow .,11-MAR-1964
MOT,and what does the pig say ?,11-MAR-1964
CHI,xxx ?,11-MAR-1964
MOT,huh ?,11-MAR-1964
CHI,oink_oinko ?,11-MAR-1964
MOT,oink_oinko .,11-MAR-1964
CHI,oink_oinko .,11-MAR-1964
MOT,yeah .,11-MAR-1964
MOT,and what does the duckie say ?,11-MAR-1964
CHI,yyy .,11-MAR-1964
MOT,quack_quacko .,11-MAR-1964
MOT,let's hear you count .,11-MAR-1964
CHI,one .,11-MAR-1964
CHI,two .,11-MAR-1964
CHI,three .,11-MAR-1964
MOT,yeah .,11-MAR-1964
CHI,four .,11-MAR-1964
MOT,yeah .,11-MAR-1964
CHI,five .,11-MAR-1964
MOT,yeah .,11-MAR-1964
CHI,six .,11-MAR-1964
MOT,yeah .,11-MAR-1964
CHI,seven .,11-MAR-1964
MOT,seven .,11-MAR-1964
CHI,eight .,11-MAR-1964
MOT,eight .,11-MAR-1964
CHI,nine .,11-MAR-1964
MOT,yeah .,11-MAR-1964
CHI,ten .,11-MAR-1964
MOT,ten !,11-MAR-1964
CHI,ten .,11-MAR-1964
MOT,that a girl .,11-MAR-1964
CHI,four too .,11-MAR-1964
MOT,hm ?,11-MAR-1964
CHI,four .,11-MAR-1964
CHI,I got my swing xxx .,11-MAR-1964
MOT,you like that swing ?,11-MAR-1964
CHI,wow oh .,11-MAR-1964
CHI,xxx .,11-MAR-1964
CHI,there Mummy boot .,11-MAR-1964
MOT,I think we'll have_to take the swing down and give it to Richard .,11-MAR-1964
MOT,would you like that ?,11-MAR-1964
CHI,no .,11-MAR-1964
MOT,no ?,11-MAR-1964
MOT,you're getting to be a big girl now .,11-MAR-1964
CHI,no Mummy you put way now .,11-MAR-1964
CHI,xxx my swing xxx .,11-MAR-1964
CHI,xxx too xxx .,11-MAR-1964
MOT,what ?,11-MAR-1964
MOT,stay still .,11-MAR-1964
CHI,a my doggie .,11-MAR-1964
CHI,my doggie .,11-MAR-1964
MOT,Sarah what's the kitty's name ?,11-MAR-1964
CHI,Tuppy .,11-MAR-1964
MOT,Tuppy !,11-MAR-1964
CHI,I love Tuppy .,11-MAR-1964
MOT,you love Tuppy .,11-MAR-1964
CHI,too big me .,11-MAR-1964
MOT,yeah he's too big now yeah .,11-MAR-1964
CHI,xxx .,11-MAR-1964
CHI,doggie xxx no xxx kitty .,11-MAR-1964
CHI,all_gone .,11-MAR-1964
MOT,where's the kitty ?,11-MAR-1964
CHI,all_gone .,11-MAR-1964
MOT,at Nana's house .,11-MAR-1964
CHI,Nana house .,11-MAR-1964
MOT,Nana's house .,11-MAR-1964
CHI,Nana house .,11-MAR-1964
MOT,yeah .,11-MAR-1964
MOT,where'd Daddy go ?,11-MAR-1964
CHI,he here .,11-MAR-1964
MOT,well where is ne now ?,11-MAR-1964
MOT,he's what ?,11-MAR-1964
CHI,downtown working .,11-MAR-1964
MOT,he's working yeah .,11-MAR-1964
CHI,xxx my doggie here .,11-MAR-1964
CHI,my .,11-MAR-1964
CHI,my .,11-MAR-1964
CHI,bring my doggie back here .,11-MAR-1964
MOT,huh ?,11-MAR-1964
CHI,bring my doggie back here .,11-MAR-1964
MOT,bring your doggie back there ?,11-MAR-1964
MOT,go ahead over to Sarah Michael .,11-MAR-1964
MOT,go over to Sarah .,11-MAR-1964
MOT,go ahead .,11-MAR-1964
MOT,no Michael !,11-MAR-1964
MOT,that's enough come on .,11-MAR-1964
CHI,here my doggie xxx .,11-MAR-1964
CHI,my doggie xxx .,11-MAR-1964
MOT,he doesn't want to go over there .,11-MAR-1964
CHI,here yyy me Mummy .,11-MAR-1964
MOT,huh ?,11-MAR-1964
CHI,here yyy me .,11-MAR-1964
MOT,I know he loves you yeah .,11-MAR-1964
CHI,here Michael .,11-MAR-1964
MOT,whee .,11-MAR-1964
CHI,tooth+paste up there .,11-MAR-1964
MOT,huh ?,11-MAR-1964
CHI,tooth+paste up +...,11-MAR-1964
MOT,that's tooth paste up there yeah .,11-MAR-1964
MOT,who put the tooth paste up there ?,11-MAR-1964
MOT,huh ?,11-MAR-1964
MOT,xxx did .,11-MAR-1964
MOT,oh dear .,20-MAR-1964
MOT,what else do you want for breakfast honey ?,20-MAR-1964
CHI,breakfast .,20-MAR-1964
MOT,yeah I know you want breakfast .,20-MAR-1964
MOT,Uncle_Tommy was looking for you last night .,20-MAR-1964
CHI,Tommy ?,20-MAR-1964
MOT,yeah .,20-MAR-1964
MOT,you gonna go to the hospital and see him ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,huh ?,20-MAR-1964
MOT,yeah you gonna go Sunday huh .,20-MAR-1964
COU,what are you doing Sarah ?,20-MAR-1964
CHI,yyy juice .,20-MAR-1964
MOT,you love that orange juice huh ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,yeah .,20-MAR-1964
MOT,what's the matter ?,20-MAR-1964
MOT,you see Fred last night ?,20-MAR-1964
MOT,what happened on Fred ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,you don't know !,20-MAR-1964
MOT,you say Fred !,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,God bless you .,20-MAR-1964
MOT,xxx cereal .,20-MAR-1964
COU,what's Mummy doing ?,20-MAR-1964
CHI,drinking .,20-MAR-1964
MOT,drinking what ?,20-MAR-1964
COU,what's she doing ?,20-MAR-1964
CHI,yyy .,20-MAR-1964
MOT,what's Mumma doing ?,20-MAR-1964
CHI,yyy .,20-MAR-1964
MOT,tea it's not tea it's coffee .,20-MAR-1964
CHI,coffee .,20-MAR-1964
MOT,yeah .,20-MAR-1964
MOT,sleepy+head too huh .,20-MAR-1964
MOT,want me to get you cereal huh ?,20-MAR-1964
MOT,even Michael's tired .,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,you must have stayed up late last night huh .,20-MAR-1964
MOT,Daddy have you up ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,huh ?,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,yeah .,20-MAR-1964
MOT,you and Daddy playing ?,20-MAR-1964
MOT,huh ?,20-MAR-1964
MOT,-um .,20-MAR-1964
MOT,tell me all about your new shoes .,20-MAR-1964
CHI,my new shoes .,20-MAR-1964
MOT,what's a what do you call them your new what ?,20-MAR-1964
MOT,what kind of shoes ?,20-MAR-1964
CHI,new shoes .,20-MAR-1964
MOT,tap+shoes !,20-MAR-1964
CHI,tap shoes .,20-MAR-1964
MOT,yeah .,20-MAR-1964
MOT,her tap shoes do you like your tap shoes Mummy bought you huh ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,aren't you gonna say anything ?,20-MAR-1964
MOT,xxx .,20-MAR-1964
CHI,ow .,20-MAR-1964
MOT,hm ?,20-MAR-1964
CHI,tap shoes .,20-MAR-1964
CHI,my zipper .,20-MAR-1964
MOT,huh ?,20-MAR-1964
CHI,my zipper .,20-MAR-1964
MOT,your zipper yeah .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,what're you trying to do ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,why don't you eat your cereal ?,20-MAR-1964
MOT,here .,20-MAR-1964
MOT,blow your nose .,20-MAR-1964
CHI,I blow my nose .,20-MAR-1964
MOT,yeah do it again .,20-MAR-1964
MOT,do it again .,20-MAR-1964
CHI,see .,20-MAR-1964
CHI,blow .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,what ?,20-MAR-1964
CHI,boo+boo .,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,I xxx want do that .,20-MAR-1964
MOT,xxx off your head .,20-MAR-1964
MOT,eat your cereal .,20-MAR-1964
MOT,getting all sticky .,20-MAR-1964
MOT,come on come on .,20-MAR-1964
CHI,oops xxx .,20-MAR-1964
MOT,yeah oops nothing .,20-MAR-1964
MOT,you're not doing any talking today .,20-MAR-1964
MOT,huh ?,20-MAR-1964
CHI,yyy .,20-MAR-1964
MOT,what ?,20-MAR-1964
MOT,whose girl are you ?,20-MAR-1964
CHI,Mommy girl .,20-MAR-1964
MOT,say your piece .,20-MAR-1964
MOT,Sarah Barnes +...,20-MAR-1964
CHI,my name .,20-MAR-1964
CHI,all world .,20-MAR-1964
CHI,-um !,20-MAR-1964
MOT,oh say it nice .,20-MAR-1964
MOT,xxx your mouth rings .,20-MAR-1964
CHI,rings .,20-MAR-1964
MOT,with +...,20-MAR-1964
CHI,my .,20-MAR-1964
CHI,fame +...,20-MAR-1964
MOT,with your what ?,20-MAR-1964
MOT,huh ?,20-MAR-1964
CHI,my fame .,20-MAR-1964
MOT,your fame .,20-MAR-1964
CHI,my fame .,20-MAR-1964
MOT,I .,20-MAR-1964
CHI,dance .,20-MAR-1964
MOT,no I sing +...,20-MAR-1964
CHI,no xxx .,20-MAR-1964
MOT,I sing I +...,20-MAR-1964
MOT,you got ta say it out loud .,20-MAR-1964
MOT,cover your mouth .,20-MAR-1964
CHI,0 .,20-MAR-1964
CHI,where my Kleenex .,20-MAR-1964
MOT,where's your what ?,20-MAR-1964
CHI,where is it ?,20-MAR-1964
MOT,I don't know .,20-MAR-1964
CHI,where you Kleenex ?,20-MAR-1964
MOT,right here .,20-MAR-1964
CHI,full of pep .,20-MAR-1964
MOT,full of pep .,20-MAR-1964
CHI,yyy but me .,20-MAR-1964
MOT,everyone but me +...,20-MAR-1964
CHI,yyy but me .,20-MAR-1964
MOT,is out_of step !,20-MAR-1964
CHI,wow wow .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,hm ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,you wanna play !,20-MAR-1964
MOT,where you gonna play ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,finish your cereal .,20-MAR-1964
CHI,you .,20-MAR-1964
MOT,I don't want it .,20-MAR-1964
CHI,why ?,20-MAR-1964
MOT,-um because xxx eat cereal in the morning .,20-MAR-1964
CHI,go ahead .,20-MAR-1964
MOT,I don't want to .,20-MAR-1964
CHI,go ahead .,20-MAR-1964
CHI,go ahead .,20-MAR-1964
MOT,no thank_you .,20-MAR-1964
MOT,keep it over the dish honey .,20-MAR-1964
CHI,you .,20-MAR-1964
MOT,over the dish you're getting it all over the floor .,20-MAR-1964
MOT,you eat it it's yours .,20-MAR-1964
CHI,that yours .,20-MAR-1964
MOT,no it's yours .,20-MAR-1964
CHI,no yours .,20-MAR-1964
MOT,xxx fussy girl .,20-MAR-1964
CHI,you fussy girl .,20-MAR-1964
MOT,xxx .,20-MAR-1964
MOT,whose girl are you ?,20-MAR-1964
CHI,Mommy girl .,20-MAR-1964
MOT,Mommy's girl huh ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,are you tired ?,20-MAR-1964
CHI,no .,20-MAR-1964
MOT,then what are you yawning for ?,20-MAR-1964
CHI,you yawn .,20-MAR-1964
CHI,I yawn too !,20-MAR-1964
CHI,see ?,20-MAR-1964
MOT,oh_boy .,20-MAR-1964
MOT,want to go back to bed with Mumma ?,20-MAR-1964
MOT,what're you doing ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
CHI,xxx my Kleenex .,20-MAR-1964
MOT,can you do it ?,20-MAR-1964
CHI,I put my Kleenex .,20-MAR-1964
MOT,you're a copy+cat .,20-MAR-1964
MOT,you know that ?,20-MAR-1964
MOT,you know you're a copy+cat ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,what ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,what ?,20-MAR-1964
MOT,I don't know what that was .,20-MAR-1964
MOT,don't touch it .,20-MAR-1964
CHI,xxx ?,20-MAR-1964
MOT,xxx .,20-MAR-1964
MOT,you gonna sing ?,20-MAR-1964
CHI,happy to you to you you you .,20-MAR-1964
MOT,no you forgot the birthday happy birthday to you .,20-MAR-1964
CHI,oh !,20-MAR-1964
CHI,happy .,20-MAR-1964
CHI,to you .,20-MAR-1964
MOT,blow it out .,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,that a girl .,20-MAR-1964
CHI,want do again .,20-MAR-1964
MOT,0 .,20-MAR-1964
CHI,want do again .,20-MAR-1964
CHI,do again .,20-MAR-1964
CHI,one more .,20-MAR-1964
CHI,happy to you to you .,20-MAR-1964
CHI,happy to you to you .,20-MAR-1964
CHI,happy to you to you .,20-MAR-1964
CHI,to you to you .,20-MAR-1964
MOT,happy birthday to Sarah .,20-MAR-1964
CHI,me ?,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,who me ?,20-MAR-1964
MOT,yeah you .,20-MAR-1964
CHI,happy to you xxx .,20-MAR-1964
MOT,xxx blow it out .,20-MAR-1964
MOT,hurry up .,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,that's a girl .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,no today's not my birthday .,20-MAR-1964
CHI,you xxx .,20-MAR-1964
MOT,my birthday was two months ago .,20-MAR-1964
CHI,oh .,20-MAR-1964
MOT,do you remember my birthday ?,20-MAR-1964
MOT,we had the cake ?,20-MAR-1964
MOT,hm ?,20-MAR-1964
CHI,yeah yeah yeah .,20-MAR-1964
CHI,xxx .,20-MAR-1964
CHI,I xxx .,20-MAR-1964
MOT,did you go to a party yesterday ?,20-MAR-1964
CHI,yes .,20-MAR-1964
MOT,you go to Blanche's party ?,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,where my party .,20-MAR-1964
MOT,your party's a long time off .,20-MAR-1964
CHI,where .,20-MAR-1964
MOT,you're gonna have your party down at the beach .,20-MAR-1964
CHI,my party ?,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,where my party go .,20-MAR-1964
MOT,you're gonna have it down at the beach .,20-MAR-1964
MOT,in the summer when we go to the beach .,20-MAR-1964
MOT,you like that ?,20-MAR-1964
CHI,okay .,20-MAR-1964
CHI,yes .,20-MAR-1964
CHI,whoop xxx .,20-MAR-1964
CHI,wow !,20-MAR-1964
MOT,look out or you're gonna fall .,20-MAR-1964
CHI,no .,20-MAR-1964
MOT,no ?,20-MAR-1964
MOT,you sure ?,20-MAR-1964
CHI,xxx go ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,have_to push it down .,20-MAR-1964
MOT,push it all the way down .,20-MAR-1964
CHI,where ?,20-MAR-1964
MOT,way down .,20-MAR-1964
CHI,no right there .,20-MAR-1964
MOT,no .,20-MAR-1964
CHI,oh uhoh .,20-MAR-1964
MOT,push it down .,20-MAR-1964
MOT,see now push your foot in .,20-MAR-1964
MOT,push your foot in .,20-MAR-1964
MOT,xxx catastrophe .,20-MAR-1964
MOT,alright go ahead .,20-MAR-1964
CHI,where zipper ?,20-MAR-1964
MOT,right there right here .,20-MAR-1964
CHI,here ?,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,uhoh .,20-MAR-1964
MOT,how's that ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,that better ?,20-MAR-1964
CHI,0 .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,hm ?,20-MAR-1964
CHI,two .,20-MAR-1964
CHI,one two,20-MAR-1964
MOT,let's count .,20-MAR-1964
CHI,one .,20-MAR-1964
CHI,two .,20-MAR-1964
CHI,three .,20-MAR-1964
CHI,two !,20-MAR-1964
MOT,one two three two ?,20-MAR-1964
CHI,one two three four,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,five .,20-MAR-1964
MOT,one .,20-MAR-1964
MOT,count on my fingers .,20-MAR-1964
CHI,one .,20-MAR-1964
CHI,two .,20-MAR-1964
CHI,count my fingers .,20-MAR-1964
MOT,oh alright .,20-MAR-1964
CHI,one .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,huh ?,20-MAR-1964
CHI,this one !,20-MAR-1964
MOT,this one .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,alright let's count .,20-MAR-1964
CHI,one .,20-MAR-1964
CHI,two .,20-MAR-1964
CHI,three .,20-MAR-1964
CHI,four .,20-MAR-1964
CHI,five .,20-MAR-1964
CHI,six .,20-MAR-1964
CHI,seven eight .,20-MAR-1964
CHI,five .,20-MAR-1964
MOT,what comes after eight ?,20-MAR-1964
MOT,nine ten !,20-MAR-1964
MOT,nine ten a big fat hen .,20-MAR-1964
CHI,xxx .,20-MAR-1964
CHI,I got Kleenex Mommy right here .,20-MAR-1964
MOT,oh you got kleenex of your own there ?,20-MAR-1964
MOT,alright .,20-MAR-1964
CHI,where my Kleenex ?,20-MAR-1964
MOT,I don't know .,20-MAR-1964
MOT,you said you put it up your sleeve .,20-MAR-1964
MOT,did you put it up your sleeve like you said ?,20-MAR-1964
MOT,huh ?,20-MAR-1964
CHI,where is it ?,20-MAR-1964
MOT,where is it ?,20-MAR-1964
MOT,right there .,20-MAR-1964
MOT,right here .,20-MAR-1964
CHI,happened ?,20-MAR-1964
MOT,what happened ?,20-MAR-1964
MOT,what's happening ?,20-MAR-1964
CHI,xxx there it is !,20-MAR-1964
MOT,here it is !,20-MAR-1964
CHI,I found it .,20-MAR-1964
MOT,you found it ?,20-MAR-1964
CHI,I found it .,20-MAR-1964
CHI,my Kleenex .,20-MAR-1964
MOT,where you going ?,20-MAR-1964
MOT,you see your new book ?,20-MAR-1964
CHI,new book .,20-MAR-1964
MOT,it's up here .,20-MAR-1964
CHI,up here ?,20-MAR-1964
MOT,yeah .,20-MAR-1964
MOT,see ?,20-MAR-1964
CHI,my new book .,20-MAR-1964
MOT,a new book !,20-MAR-1964
CHI,new book .,20-MAR-1964
MOT,xxx .,20-MAR-1964
CHI,xxx want go read it .,20-MAR-1964
CHI,xxx go xxx .,20-MAR-1964
CHI,see new book ?,20-MAR-1964
MOT,yeah +...,20-MAR-1964
MOT,who brought you the book ?,20-MAR-1964
CHI,you .,20-MAR-1964
MOT,who brought you the book ?,20-MAR-1964
CHI,you .,20-MAR-1964
MOT,no I didn't buy you the book .,20-MAR-1964
MOT,Nana +/.,20-MAR-1964
CHI,Daddy yyy .,20-MAR-1964
MOT,no .,20-MAR-1964
MOT,Nana .,20-MAR-1964
CHI,Nana ?,20-MAR-1964
MOT,Nana bought you the book .,20-MAR-1964
CHI,Nana book ?,20-MAR-1964
MOT,mhm .,20-MAR-1964
CHI,oh !,20-MAR-1964
CHI,me a new present ?,20-MAR-1964
MOT,a new present yeah .,20-MAR-1964
CHI,xxx ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,no you can't chew it up .,20-MAR-1964
MOT,that's naughty .,20-MAR-1964
CHI,huh ?,20-MAR-1964
MOT,that's naughty .,20-MAR-1964
MOT,what's the book all about ?,20-MAR-1964
MOT,read me a story .,20-MAR-1964
CHI,my story .,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,xxx my story .,20-MAR-1964
CHI,see xxx .,20-MAR-1964
CHI,xxx .,20-MAR-1964
CHI,see doggie .,20-MAR-1964
CHI,where doggie ?,20-MAR-1964
MOT,I don't know where's the doggie ?,20-MAR-1964
CHI,doggie here .,20-MAR-1964
CHI,here .,20-MAR-1964
CHI,xxx .,20-MAR-1964
CHI,where dog xxx .,20-MAR-1964
MOT,baby's house .,20-MAR-1964
CHI,where ?,20-MAR-1964
MOT,it's all about the baby's house .,20-MAR-1964
CHI,you read this xxx .,20-MAR-1964
MOT,let's see .,20-MAR-1964
MOT,let's see .,20-MAR-1964
MOT,and there's the window .,20-MAR-1964
CHI,duckie ?,20-MAR-1964
MOT,that's a duck yeah .,20-MAR-1964
MOT,and a ball and a train .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,you don't have a train .,20-MAR-1964
CHI,huh ?,20-MAR-1964
MOT,you don't have a train .,20-MAR-1964
CHI,man took it xxx ?,20-MAR-1964
MOT,no the man didn't take it you just don't have one .,20-MAR-1964
CHI,I have one there .,20-MAR-1964
MOT,xxx .,20-MAR-1964
CHI,there baby room .,20-MAR-1964
MOT,that's the baby's room yeah .,20-MAR-1964
CHI,xxx .,20-MAR-1964
CHI,choo+choo train .,20-MAR-1964
MOT,choo+choo train yeah .,20-MAR-1964
CHI,right there .,20-MAR-1964
CHI,right there .,20-MAR-1964
MOT,oh that's a horsie .,20-MAR-1964
MOT,can't you tell ?,20-MAR-1964
MOT,xxx a horsie ?,20-MAR-1964
MOT,that's a deer .,20-MAR-1964
MOT,see there's the choo+choo again .,20-MAR-1964
MOT,over here .,20-MAR-1964
MOT,here's a choo+choo and there's a choo+choo .,20-MAR-1964
CHI,that choo+choo .,20-MAR-1964
CHI,that choo+choo .,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,doodoob there choo+choo there choo+choo .,20-MAR-1964
MOT,there's a crib there's where the baby goes night+night .,20-MAR-1964
CHI,xxx ?,20-MAR-1964
MOT,you know how you go to sleep in your bed ?,20-MAR-1964
CHI,in my room ?,20-MAR-1964
MOT,in your room yeah .,20-MAR-1964
CHI,right there a crib ?,20-MAR-1964
MOT,xxx here is the bed where baby sleeps .,20-MAR-1964
CHI,xxx ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,yeah .,20-MAR-1964
MOT,you don't have a chair anymore huh .,20-MAR-1964
CHI,no .,20-MAR-1964
MOT,see the little xxx there .,20-MAR-1964
MOT,and his comb and his brush and a hat .,20-MAR-1964
CHI,a my hat too xxx .,20-MAR-1964
MOT,yeah .,20-MAR-1964
CHI,xxx .,20-MAR-1964
CHI,xxx hat .,20-MAR-1964
CHI,bow_wowo .,20-MAR-1964
CHI,bow_wowo .,20-MAR-1964
MOT,look at all the toys .,20-MAR-1964
MOT,in a toy box just like yours huh .,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,you got a toy box too .,20-MAR-1964
CHI,yes .,20-MAR-1964
CHI,I toy too .,20-MAR-1964
MOT,you got what ?,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,those are blocks .,20-MAR-1964
MOT,you have blocks too .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,and there's the baby's dollie .,20-MAR-1964
MOT,see the baby's baby ?,20-MAR-1964
MOT,she's feeding the baby .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,he don't want to eat no .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,yeah baby has a bright red ball .,20-MAR-1964
MOT,do you like to go in the bath+tub ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,you do huh .,20-MAR-1964
CHI,I got toys in there .,20-MAR-1964
MOT,yeah you got toys in there too .,20-MAR-1964
CHI,xxx .,20-MAR-1964
MOT,you got lots_of toys haven't you .,20-MAR-1964
CHI,yes .,20-MAR-1964
CHI,towel .,20-MAR-1964
MOT,that's the towel yeah the baby's drying on the towel .,20-MAR-1964
CHI,cup .,20-MAR-1964
CHI,cup .,20-MAR-1964
MOT,and a cup yeah .,20-MAR-1964
CHI,fish xxx .,20-MAR-1964
MOT,that's a fish !,20-MAR-1964
MOT,xxx the fish and the bubbles ?,20-MAR-1964
CHI,0 .,20-MAR-1964
MOT,and the soap ?,20-MAR-1964
MOT,see the soap ?,20-MAR-1964
CHI,I see .,20-MAR-1964
MOT,you see ?,20-MAR-1964
CHI,where xxx .,20-MAR-1964
CHI,right there .,20-MAR-1964
MOT,that's the kitchen .,20-MAR-1964
MOT,see the stove ?,20-MAR-1964
CHI,I see .,20-MAR-1964
CHI,a glass .,20-MAR-1964
MOT,that's the glass yeah .,20-MAR-1964
MOT,and what's the little baby doing here ?,20-MAR-1964
MOT,huh what's he doing ?,20-MAR-1964
CHI,huh ?,20-MAR-1964
MOT,what's the baby doing ?,20-MAR-1964
CHI,he xxx playing .,20-MAR-1964
MOT,he's playing yeah but what's he doing ?,20-MAR-1964
MOT,what's the baby doing here he's washing the what ?,20-MAR-1964
CHI,washing dish .,20-MAR-1964
MOT,washing the dishes yeah .,20-MAR-1964
CHI,I wash dish xxx .,20-MAR-1964
MOT,you wash dishes too huh .,20-MAR-1964
CHI,yes .,20-MAR-1964
MOT,-um .,20-MAR-1964
MOT,you have a doggie huh .,20-MAR-1964
CHI,yes .,20-MAR-1964
MOT,yeah and there's the refrigerator .,20-MAR-1964
CHI,that xxx refrigerator .,20-MAR-1964
MOT,yeah she's feeding the doggie or feeding the kitty .,20-MAR-1964
MOT,and this is the living room .,20-MAR-1964
MOT,this is the parlor .,20-MAR-1964
CHI,that parlor ?,20-MAR-1964
