,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_08_1328,Ja,br00,21,Kvinde,Ja,3,No noise with video,drengen kastede frisbeen over hækken og fik en rød bold tilbage fra naboen
1,2021_Dec_08_1328,Ja,br00,21,Kvinde,Ja,1,Noise without video,
2,2021_Dec_08_1328,Ja,br00,21,Kvinde,Ja,2,No noise without video,pigen hentede blomster på marken og gav en smuk buket til moren
3,2021_Dec_08_1328,Ja,br00,21,Kvinde,Ja,0,Noise with video,og fik en lille slikkepind
