,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_09_1432,Ja,BroGre,21,Kvinde,Ja,0,No noise without video,manden samlede bolden op under trampolinen og fik en lille slikkepind fra drengen
1,2021_Dec_09_1432,Ja,BroGre,21,Kvinde,Ja,2,No noise with video,pigen hentede blomster på marken og fik en smuk buket fra moren
2,2021_Dec_09_1432,Ja,BroGre,21,Kvinde,Ja,1,Noise without video,damen manden
3,2021_Dec_09_1432,Ja,BroGre,21,Kvinde,Ja,3,Noise with video,damen kastede frisbeen over hegnet og fik en buket blomster tilbage fra naboen
