,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_08_1410,Ja,fisk,22,Kvinde,Ja,2,No noise without video,pigen hentede blomster på marken og gav dem til moren
1,2021_Dec_08_1410,Ja,fisk,22,Kvinde,Ja,1,No noise with video,damen satte spanden på muren og kastede et rødt æble til naboen
2,2021_Dec_08_1410,Ja,fisk,22,Kvinde,Ja,3,Noise without video,
3,2021_Dec_08_1410,Ja,fisk,22,Kvinde,Ja,0,Noise with video,manden samlede bolden op under trampolinen og fik en slikkepind af pigen
