,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_09_1400,Ja,icecreamcone,21,Kvinde,Ja,0,No noise with video,manden samlede boldten op fra under tramplolinen og fik en lille slikkepind fra drengen
1,2021_Dec_09_1400,Ja,icecreamcone,21,Kvinde,Ja,2,Noise without video,
2,2021_Dec_09_1400,Ja,icecreamcone,21,Kvinde,Ja,3,Noise with video,jeg kastede frisbeen over hækken og fik boldten tilbage fra naboen
3,2021_Dec_09_1400,Ja,icecreamcone,21,Kvinde,Ja,1,No noise without video,damen satte spanded på muren og fik et rødt æble fra naboen
