,time_stamp,consent,id,age,gender,fluent_in_danish,video,condition,text
0,2021_Dec_08_1416,Ja,BB,21,Kvinde,Ja,2,No noise with video,pigen hentede blomster på marken og gav en smuk buket til moren
1,2021_Dec_08_1416,Ja,BB,21,Kvinde,Ja,1,Noise without video,
2,2021_Dec_08_1416,Ja,BB,21,Kvinde,Ja,3,Noise with video,hun kastede frisbeen over hegnet og fik en rød bold tilbage fra naboen
3,2021_Dec_08_1416,Ja,BB,21,Kvinde,Ja,0,No noise without video,manden samlede bolden op under trampolinen og fik en lille slikkepind af drengen
