,time_stamp,global_time,ID,word,reaction_time
0,2021_Nov_02_0918,4.174400700023398,Gery,cat,4.174400399904698
1,2021_Nov_02_0918,6.212940800003707,Gery,mouse,2.0364377999212593
2,2021_Nov_02_0918,7.748461999930441,Gery,dog,1.5325400999281555
3,2021_Nov_02_0918,10.25113150011748,Gery,elephant,2.5004846998490393
4,2021_Nov_02_0918,12.123420600080863,Gery,seal,1.8691894998773932
5,2021_Nov_02_0918,15.44653799990192,Gery,whale,3.3206406000535935
6,2021_Nov_02_0918,17.425358900101855,Gery,fish,1.9758917998988181
7,2021_Nov_02_0918,22.22596239997074,Gery,catfish,4.797590299975127
8,2021_Nov_02_0918,26.197759100003168,Gery,giraffe,3.9695919998921454
9,2021_Nov_02_0918,30.54411119990982,Gery,moose,4.344133300008252
10,2021_Nov_02_0918,32.42716379999183,Gery,deer,1.880101899849251
11,2021_Nov_02_0918,35.41567680006847,Gery,ant,2.98554030014202
12,2021_Nov_02_0918,40.721175000071526,Gery,cockroach,5.302351699909195
13,2021_Nov_02_0918,42.86757940007374,Gery,bee,2.1434788000769913
14,2021_Nov_02_0918,44.614081300096586,Gery,wasp,1.7441702999640256
15,2021_Nov_02_0918,48.74961380008608,Gery,tiger,4.133322000037879
16,2021_Nov_02_0918,50.22869660006836,Gery,lion,1.4759627000894397
17,2021_Nov_02_0918,53.74516030005179,Gery,puma,3.5134480001870543
18,2021_Nov_02_0918,59.92444509989582,Gery,cheetah,6.176286699948832
19,2021_Nov_02_0918,66.37672400008887,Gery,bear,6.449322199914604
20,2021_Nov_02_0918,68.47323590004817,Gery,pig,2.0935386000201106
21,2021_Nov_02_0918,73.68712919997051,Gery,kangeroo,5.211707300040871
22,2021_Nov_02_0918,77.25109350006096,Gery,koala,3.561031399993226
23,2021_Nov_02_0918,78.85666320007294,Gery,panda,1.602620900142938
24,2021_Nov_02_0918,85.0566330999136,Gery,polar bear,6.197007299866527
25,2021_Nov_02_0918,90.46425479999743,Gery,rabbit,5.40537209995091
26,2021_Nov_02_0918,95.13415589998476,Gery,boar,4.667529199970886
27,2021_Nov_02_0918,102.58094929996878,Gery,gazzele,7.443793799960986
28,2021_Nov_02_0918,109.37544590001926,Gery,flamingo,6.792115199845284
29,2021_Nov_02_0918,111.97129729995504,Gery,dove,2.5929000000469387
30,2021_Nov_02_0918,115.66935979994014,Gery,pigeon,3.6958930999971926
31,2021_Nov_02_0918,119.78089549997821,Gery,robin,4.108561299974099
32,2021_Nov_02_0918,124.8697903000284,Gery,seagull,5.085832200013101
33,2021_Nov_02_0918,137.68395820003934,Gery,woodchuck,12.81197110004723
34,2021_Nov_02_0918,160.01113549992442,Gery,hamster,22.32501189992763
35,2021_Nov_02_0918,164.29687370010652,Gery,rat,4.283328399993479
36,2021_Nov_02_0918,178.36949980002828,Gery,dodo,14.069657200016081
37,2021_Nov_02_0918,181.45458059990779,Gery,horse,3.081815600162372
38,2021_Nov_02_0918,186.45639450009912,Gery,pony,4.999030400067568
39,2021_Nov_02_0918,199.43773630005307,Gery,snake,12.979091600049287
