,time_stamp,global_time,ID,word,reaction_time
0,2021_Nov_02_0919,1.4744329510140233,Tash,dog,1.4744229589705355
1,2021_Nov_02_0919,3.766429388022516,Tash,cat,2.2794941139873117
2,2021_Nov_02_0919,5.918161690002307,Tash,bird,2.147476206009742
3,2021_Nov_02_0919,7.948454188008327,Tash,budgie,2.026021526020486
4,2021_Nov_02_0919,9.912197628000285,Tash,horse,1.959578285983298
5,2021_Nov_02_0919,12.83511887601344,Tash,snake,2.9186611769837327
6,2021_Nov_02_0919,15.237722078047227,Tash,frog,2.398382077983115
7,2021_Nov_02_0919,19.54896792501677,Tash,giraffe,4.307006312999874
8,2021_Nov_02_0919,20.994751106016338,Tash,lion,1.4416449439595453
9,2021_Nov_02_0919,24.645729872048832,Tash,goat,3.646603590983432
10,2021_Nov_02_0919,26.04950516601093,Tash,duck,1.399470891978126
11,2021_Nov_02_0919,30.44833505799761,Tash,swan,4.39462806598749
12,2021_Nov_02_0919,36.56867561500985,Tash,zebra,6.1161229979479685
13,2021_Nov_02_0919,41.10861035203561,Tash,elephant,4.535687858995516
14,2021_Nov_02_0919,50.732444362016395,Tash,donkey,9.619616698997561
15,2021_Nov_02_0919,80.63380555901676,Tash,pig,29.89712529303506
16,2021_Nov_02_0919,87.50588513800176,Tash,mouse,6.867790711985435
17,2021_Nov_02_0919,90.22368232399458,Tash,rat,2.713447484013159
18,2021_Nov_02_0919,101.02905388199724,Tash,bee,10.80089572997531
19,2021_Nov_02_0919,104.77579134801636,Tash,ant,3.7425445850240067
20,2021_Nov_02_0919,107.81241315300576,Tash,spider,3.032368795014918
21,2021_Nov_02_0919,117.94096666702535,Tash,butterfly,10.12443888298003
22,2021_Nov_02_0919,128.87830129399663,Tash,leopard,10.933162184024695
23,2021_Nov_02_0919,133.74518820102094,Tash,lemur,4.862632810021751
24,2021_Nov_02_0919,149.61480052402476,Tash,rabbit,15.865280451020226
25,2021_Nov_02_0919,156.8998796090018,Tash,koala,7.280858762969729
26,2021_Nov_02_0919,159.27343338599894,Tash,kangaroo,2.3692551649874076
27,2021_Nov_02_0919,176.3167204509955,Tash,monkey,17.03875320998486
