,time_stamp,global_time,ID,word,reaction_time
0,2020_Nov_06_1238,2.2924243429733906,lauraaaa,elephant,2.2924202750145923
1,2020_Nov_06_1238,5.2319069229997694,lauraaaa,lion,2.93588634300977
2,2020_Nov_06_1238,6.635688100999687,lauraaaa,tiger,1.3989348859759048
3,2020_Nov_06_1238,8.639797896990785,lauraaaa,giraffe,2.0005922930140514
4,2020_Nov_06_1238,13.399606228980701,lauraaaa,dolphin,4.756274094019318
5,2020_Nov_06_1238,15.350628998974571,lauraaaa,bird,1.947635813994566
6,2020_Nov_06_1238,18.63825935899513,lauraaaa,fish,3.284119265998015
7,2020_Nov_06_1238,23.959106294991216,lauraaaa,eel,5.317297566012712
8,2020_Nov_06_1238,32.14536408398999,lauraaaa,shrimp,8.18277458002558
9,2020_Nov_06_1238,36.06011789399781,lauraaaa,eagle,3.9108233109873254
10,2020_Nov_06_1238,60.23490941297496,lauraaaa,ant,24.171297800989123
11,2020_Nov_06_1238,62.11384950199863,lauraaaa,spider,1.8755284259968903
12,2020_Nov_06_1238,72.2286112899892,lauraaaa,mosquito,10.111365388002014
13,2020_Nov_06_1238,81.65999350597849,lauraaaa,donkey,9.427854677982396
14,2020_Nov_06_1238,82.9546430039918,lauraaaa,horse,1.2911073339928407
15,2020_Nov_06_1238,83.72862325797905,lauraaaa,dog,0.770510236005066
16,2020_Nov_06_1238,84.90771900099935,lauraaaa,cat,1.175625753996428
17,2020_Nov_06_1238,89.48954740498448,lauraaaa,chicken,4.578407274006167
18,2020_Nov_06_1238,99.6814053679991,lauraaaa,penguin,10.188357887003804
