,time_stamp,global_time,ID,word,reaction_time
0,2021_Nov_02_0918,3.330277600000045,sigojnerbarn,raven,3.3302716000002874
1,2021_Nov_02_0918,7.452735700000176,sigojnerbarn,dog,4.117404400000396
2,2021_Nov_02_0918,9.499551299999894,sigojnerbarn,lion,2.0436334999999417
3,2021_Nov_02_0918,10.81427070000018,sigojnerbarn,wolf,1.31113809999988
4,2021_Nov_02_0918,18.526684599999953,sigojnerbarn,dolphin,7.709070500000053
5,2021_Nov_02_0918,19.665785799999867,sigojnerbarn,orca,1.1358086999998704
6,2021_Nov_02_0918,23.899655600000187,sigojnerbarn,octopus,4.230553299999883
7,2021_Nov_02_0918,34.65668689999984,sigojnerbarn,giraffe,10.753797999999733
8,2021_Nov_02_0918,42.08368040000005,sigojnerbarn,penguin,7.42368579999993
9,2021_Nov_02_0918,51.76057690000016,sigojnerbarn,tiger,9.673225699999875
10,2021_Nov_02_0918,55.98586690000002,sigojnerbarn,cat,4.222080399999868
11,2021_Nov_02_0918,61.619473599999765,sigojnerbarn,pidgeon,5.630232700000306
12,2021_Nov_02_0918,65.36861219999992,sigojnerbarn,dove,3.7458700000001954
13,2021_Nov_02_0918,71.02827250000018,sigojnerbarn,seagull,5.6562543000000005
14,2021_Nov_02_0918,81.68926090000014,sigojnerbarn,eagle,10.657598200000393
15,2021_Nov_02_0918,88.57324699999981,sigojnerbarn,mink,6.880578299999797
16,2021_Nov_02_0918,93.79636909999999,sigojnerbarn,boar,5.219463100000212
17,2021_Nov_02_0918,96.60340270000006,sigojnerbarn,pig,2.803671299999678
18,2021_Nov_02_0918,99.18495059999987,sigojnerbarn,swine,2.5782834999999977
19,2021_Nov_02_0918,112.92373749999979,sigojnerbarn,shark,13.735485700000027
20,2021_Nov_02_0918,124.01127099999985,sigojnerbarn,whale,11.084297500000048
21,2021_Nov_02_0918,131.05810340000016,sigojnerbarn,bear,7.043634600000132
22,2021_Nov_02_0918,160.6279095,sigojnerbarn,frog,29.566444700000375
23,2021_Nov_02_0918,163.63649179999993,sigojnerbarn,toad,3.005214600000272
24,2021_Nov_02_0918,166.18555239999978,sigojnerbarn,crocodile,2.545688700000028
25,2021_Nov_02_0918,169.8664815000002,sigojnerbarn,aligator,3.677503599999909
26,2021_Nov_02_0918,199.36602059999996,sigojnerbarn,axolotl,29.496233500000017
