,time_stamp,global_time,ID,word,reaction_time
0,2020_Nov_06_1240,2.845182635996025,willy,panda,2.8451804149954114
1,2020_Nov_06_1240,5.171376681995753,willy,robin,2.3155318870049086
2,2020_Nov_06_1240,7.566557922997163,willy,oistrich,2.3862052090044017
3,2020_Nov_06_1240,12.53231627200148,willy,hippo,4.9578175530041335
4,2020_Nov_06_1240,16.15392729499581,willy,rhino,3.6097285360010574
5,2020_Nov_06_1240,20.01588872999855,willy,giraffe,3.85372465600085
6,2020_Nov_06_1240,21.56585571499454,willy,elephant,1.5432359959959285
7,2020_Nov_06_1240,23.000767156998336,willy,cat,1.428488887999265
8,2020_Nov_06_1240,25.149562763996073,willy,dog,2.1420963470009156
9,2020_Nov_06_1240,27.327119633999246,willy,hamster,2.1695993339963024
10,2020_Nov_06_1240,31.820689576001314,willy,pengiun,4.483062081002572
11,2020_Nov_06_1240,40.42403106299753,willy,guinea pig ,8.596023988000525
12,2020_Nov_06_1240,45.02814053699694,willy,horse ,4.593657962999714
13,2020_Nov_06_1240,46.62712386799831,willy,cow,1.5894871440032148
14,2020_Nov_06_1240,49.5426228849974,willy,pig,2.9041231950031943
15,2020_Nov_06_1240,52.027114093994896,willy,sheep,2.4748633109993534
16,2020_Nov_06_1240,57.27189852899755,willy,goat,5.2349524309975095
17,2020_Nov_06_1240,63.53830255899811,willy,seahorse,6.2593952040042495
18,2020_Nov_06_1240,64.9317334160005,willy,fish,1.3855100690052495
19,2020_Nov_06_1240,72.74292516299465,willy,lobster,7.803011064999737
20,2020_Nov_06_1240,82.94657929399546,willy,canary bird,10.19313330300065
