,time_stamp,global_time,ID,word,reaction_time
0,2020_Nov_06_1239,2.5190660001244396,m,bird,2.5190644001122564
1,2020_Nov_06_1239,5.817272699903697,m,robin,3.29011070006527
2,2020_Nov_06_1239,8.161151699954644,m,penguin,2.3397991999518126
3,2020_Nov_06_1239,11.040443300036713,m,zebra ,2.8751902000512928
4,2020_Nov_06_1239,12.83702680002898,m,lion,1.792192199965939
5,2020_Nov_06_1239,19.211302800104022,m,rhino,6.3702191999182105
6,2020_Nov_06_1239,22.441838199971244,m,elephant,3.2263475998770446
7,2020_Nov_06_1239,25.017588899936527,m,dog,2.571620900183916
8,2020_Nov_06_1239,27.16119630006142,m,cat,2.139208000153303
9,2020_Nov_06_1239,29.865831600036472,m,hamster,2.7006771999876946
10,2020_Nov_06_1239,38.90615090006031,m,hippo,9.03646819991991
11,2020_Nov_06_1239,53.70497590000741,m,giraffe,14.794847999932244
12,2020_Nov_06_1239,59.95666699996218,m,bat,6.247884199954569
13,2020_Nov_06_1239,76.16062410012819,m,bear,16.2000992000103
14,2020_Nov_06_1239,78.01916270004585,m,elk,1.8538625999353826
15,2020_Nov_06_1239,97.15371829993092,m,pig,19.130415300140157
16,2020_Nov_06_1239,99.71138960006647,m,horse,2.553237099898979
