,time_stamp,global_time,ID,word,reaction_time
0,2020_Nov_06_1443,1.3938349999953061,gudboii,tiger,1.3938301999587566
1,2020_Nov_06_1443,2.5285681998357177,gudboii,lion,1.1267840000800788
2,2020_Nov_06_1443,3.708807999966666,gudboii,rabbit,1.1715339999645948
3,2020_Nov_06_1443,4.762724099913612,gudboii,bunny,1.0451400000602007
4,2020_Nov_06_1443,5.584183400031179,gudboii,hare,0.8126767000649124
5,2020_Nov_06_1443,7.136928200023249,gudboii,python,1.5442093999590725
6,2020_Nov_06_1443,8.649744499940425,gudboii,anaconda,1.5031689000315964
7,2020_Nov_06_1443,9.771067399997264,gudboii,snake,1.1122485999949276
8,2020_Nov_06_1443,10.863252499839291,gudboii,cow,1.0835104000288993
9,2020_Nov_06_1443,12.08266369998455,gudboii,sheep,1.210285099921748
10,2020_Nov_06_1443,13.712599499849603,gudboii,pig,1.6215423999819905
11,2020_Nov_06_1443,14.739369999850169,gudboii,horse,1.0175268999300897
12,2020_Nov_06_1443,17.055699599906802,gudboii,kunekune,2.3074505000840873
13,2020_Nov_06_1443,20.276312100002542,gudboii,zebra,3.2119911999907345
14,2020_Nov_06_1443,21.708141499897465,gudboii,giraffe,1.422994300024584
15,2020_Nov_06_1443,22.754700699821115,gudboii,rhino,1.0381722000893205
16,2020_Nov_06_1443,24.021704399958253,gudboii,hippo,1.2583368001505733
17,2020_Nov_06_1443,29.935689499834552,gudboii,unicorn,5.904489300213754
18,2020_Nov_06_1443,32.04056809982285,gudboii,horse,2.0964598001446575
19,2020_Nov_06_1443,34.01358649996109,gudboii,donkey,1.9637211000081152
20,2020_Nov_06_1443,38.099932899931446,gudboii,bird,4.072517300024629
21,2020_Nov_06_1443,42.74941279995255,gudboii,whale,4.640764300012961
22,2020_Nov_06_1443,44.43987839994952,gudboii,manatee,1.681538200005889
23,2020_Nov_06_1443,50.98411630000919,gudboii,whale,6.535226699896157
24,2020_Nov_06_1443,53.63839999982156,gudboii,dolphin,2.6456238999962807
25,2020_Nov_06_1443,58.889074199832976,gudboii,python,5.2420310999732465
26,2020_Nov_06_1443,66.32293919986114,gudboii,hyena,7.425168599933386
27,2020_Nov_06_1443,71.23241889989004,gudboii,turtle,4.900023899972439
28,2020_Nov_06_1443,74.71066479990259,gudboii,tortoise,3.4692234999965876
29,2020_Nov_06_1443,76.35004279995337,gudboii,orstich,1.6309224001597613
30,2020_Nov_06_1443,77.43814839981496,gudboii,emu,1.0791896001901478
31,2020_Nov_06_1443,78.27603089995682,gudboii,kiwi,0.8289617002010345
32,2020_Nov_06_1443,79.10609259991907,gudboii,deer,0.8214825000613928
33,2020_Nov_06_1443,82.45342579996213,gudboii,goat,3.338432400021702
34,2020_Nov_06_1443,88.9013139999006,gudboii,hedgehog,6.439062200020999
35,2020_Nov_06_1443,90.26988949999213,gudboii,badger,1.3596646999940276
36,2020_Nov_06_1443,91.03070779982954,gudboii,ant,0.7518161002080888
37,2020_Nov_06_1443,92.34675869997591,gudboii,spider,1.3065271999221295
38,2020_Nov_06_1443,94.20098019996658,gudboii,llama,1.8450972998980433
39,2020_Nov_06_1443,95.76821949984878,gudboii,alpaca,1.5588263999670744
