,time_stamp,global_time,ID,word,reaction_time
0,2021_Nov_02_0918,3.473475300008431,Aske,elephant,3.4734765999019146
1,2021_Nov_02_0918,5.929705200018361,Aske,giraffe,2.452820500009693
2,2021_Nov_02_0918,10.241000800044276,Aske,monkey,4.308266600011848
3,2021_Nov_02_0918,11.08541099994909,Aske,ape,0.8410281999967992
4,2021_Nov_02_0918,13.253448599949479,Aske,gorilla,2.164877700037323
5,2021_Nov_02_0918,17.041925300029106,Aske,parrot,3.784729899954982
6,2021_Nov_02_0918,21.754389000008814,Aske,penguin,4.709220599965192
7,2021_Nov_02_0918,23.253753799945116,Aske,fish,1.4961186000145972
8,2021_Nov_02_0918,26.557610100018792,Aske,cod,3.300269400002435
9,2021_Nov_02_0918,28.914920900017023,Aske,panda,2.353836299967952
10,2021_Nov_02_0918,31.21818860003259,Aske,bear,2.3001969000324607
11,2021_Nov_02_0918,36.67743939999491,Aske,polar bear,5.456080700038001
12,2021_Nov_02_0918,46.05085719993804,Aske,horse,9.370324800023809
13,2021_Nov_02_0918,47.629155099974014,Aske,herring,1.5752613000804558
14,2021_Nov_02_0918,57.01063529995736,Aske,dog,9.378452199976891
15,2021_Nov_02_0918,58.623741999967024,Aske,cat,1.6095585000002757
16,2021_Nov_02_0918,62.055818299995735,Aske,mouse,3.4286845999304205
17,2021_Nov_02_0918,72.13912319997326,Aske,canary,10.079816000070423
18,2021_Nov_02_0918,80.75399550003931,Aske,millipede,8.611762900021859
19,2021_Nov_02_0918,86.28035519993864,Aske,ground hog,5.523377000004984
20,2021_Nov_02_0918,93.47729239996988,Aske,guinea pig,7.193402600008994
21,2021_Nov_02_0918,94.64522249996662,Aske,pig,1.1643011000705883
22,2021_Nov_02_0918,99.63674450002145,Aske,sheep,4.988511199946515
23,2021_Nov_02_0918,102.42764809995424,Aske,goat,2.787642600014806
24,2021_Nov_02_0918,115.95482889993582,Aske,shark,13.523608400020748
25,2021_Nov_02_0918,117.51412579999305,Aske,whale,1.5561862000031397
26,2021_Nov_02_0918,137.3551080999896,Aske,silverfish,19.837701700045727
27,2021_Nov_02_0918,144.8656366999494,Aske,crow,7.507421100046486
28,2021_Nov_02_0918,151.61607849993743,Aske,bug,6.746750200050883
29,2021_Nov_02_0918,157.4946893999586,Aske,firefly,5.874960400047712
30,2021_Nov_02_0918,159.07143849995919,Aske,fly,1.5731260000029579
31,2021_Nov_02_0918,188.05439089995343,Aske,dolphin,28.97992020007223
32,2021_Nov_02_0918,193.4245541000273,Aske,boar,5.367027799948119
