,id,age,gender,condition,word
0,Cupcake,20,Female,2,flower
1,Cupcake,20,Female,2,tree
2,Cupcake,20,Female,2,bush
3,Cupcake,20,Female,2,brick
4,Cupcake,20,Female,2,bird
5,Cupcake,20,Female,2,sun
6,Cupcake,20,Female,2,cloud
7,Cupcake,20,Female,2,grass
